area,perimeter,width,height,aspect_ratio,target_size
633.679868478328,100.69267272949219,36,37,0.9729729466764069,1.0
800.6090192347765,113.1810073852539,40,39,1.0256409993425386,1.0
780.4419843582436,111.75233840942383,41,40,1.0249999743750007,1.0
493.9019099343568,88.89899635314941,30,29,1.0344827229488716,1.0
657.8262402638793,102.59280014038086,37,37,0.9999999729729737,1.0
507.2191354036331,90.08636474609375,32,32,0.9999999687500011,1.0
673.7880502417684,103.83010673522949,38,37,1.0270269992695407,1.0
538.5527620185167,92.83115196228027,33,32,1.0312499677734386,1.0
500.4431492574513,89.48267364501953,32,32,0.9999999687500011,1.0
676.2182069867849,104.01766967773438,37,37,0.9999999729729737,1.0
539.9567835330963,92.95295333862305,33,32,1.0312499677734386,1.0
541.3112145327032,93.06479072570801,33,34,0.9705882067474058,1.0
330.25289614498615,72.86798095703125,18,21,0.8571428163265326,1.0
403.22879822552204,80.80113983154297,28,30,0.9333333022222232,1.0
281.5652742572129,67.24671173095703,21,20,1.0499999475000026,1.0
474.2874504067004,87.11286163330078,32,31,1.0322580312174827,1.0
630.773492584005,100.46116638183594,36,36,0.999999972222223,1.0
399.25141704268754,79.92533111572266,29,28,1.035714248724491,1.0
502.4090411774814,89.6591911315918,32,32,0.9999999687500011,1.0
602.3842533007264,98.17720031738281,36,36,0.999999972222223,1.0
609.3992734700441,98.74467086791992,36,36,0.999999972222223,1.0
651.3931729178876,102.08990287780762,36,36,0.999999972222223,1.0
493.527068272233,88.8622817993164,32,32,0.9999999687500011,1.0
761.4742226973176,110.38008689880371,40,40,0.9999999750000007,1.0
524.198601514101,91.58257293701172,32,32,0.9999999687500011,1.0
701.5743492990732,105.9494857788086,38,38,0.9999999736842113,1.0
680.9682070892304,104.38174629211426,37,37,0.9999999729729737,1.0
535.2147797439247,92.53910446166992,33,32,1.0312499677734386,1.0
582.4805990867317,96.5389461517334,33,34,0.9705882067474058,1.0
633.2764938045293,100.66029167175293,37,36,1.027777749228396,1.0
730.924174586311,108.14270401000977,38,38,0.9999999736842113,1.0
503.90751254558563,89.79199981689453,32,33,0.969696940312214,1.0
364.70183504000306,76.39906311035156,28,28,0.9999999642857155,1.0
711.1737444074824,106.67975044250488,36,35,1.0285713991836745,1.0
502.94299483299255,89.70711135864258,30,30,0.9999999666666678,1.0
696.0293010361493,105.53056144714355,37,37,0.9999999729729737,1.0
629.1872811876237,100.3349838256836,37,36,1.027777749228396,1.0
691.8783965371549,105.21454048156738,36,36,0.999999972222223,1.0
503.5711745619774,89.76214981079102,32,33,0.969696940312214,1.0
395.61633156985044,79.56583404541016,27,27,0.9999999629629643,1.0
605.6033700723201,98.43666458129883,35,35,0.9999999714285723,1.0
448.9213334172964,84.75142669677734,30,30,0.9999999666666678,1.0
398.35126460902393,79.8351936340332,29,29,0.9999999655172426,1.0
499.9609617125243,89.43951416015625,33,33,0.9999999696969707,1.0
514.6646451111883,90.74613571166992,33,32,1.0312499677734386,1.0
476.71776335686445,87.33661651611328,31,32,0.9687499697265636,1.0
615.0977018550038,99.2049446105957,37,36,1.027777749228396,1.0
680.2389145307243,104.32586860656738,38,37,1.0270269992695407,1.0
509.2207476925105,90.26481246948242,32,32,0.9999999687500011,1.0
588.5136536937207,97.0374813079834,35,35,0.9999999714285723,1.0
505.84059557691216,89.96382904052734,32,32,0.9999999687500011,1.0
